0.70820266,0.70650613,0.1900281,0.88226694,0.5156042,0.6050451,0.22955276,0.2147891
0.5937006,0.7941145,0.33051422,0.7729626,0.6037845,0.431503,0.27650735,0.38030446
0.62503546,0.75979495,0.4391677,0.49327677,0.66861147,0.2705943,0.5612202,0.27600098
0.62610626,0.717747,0.30550197,0.669489,0.7048682,0.3015691,0.3054771,0.46663815
0.69787294,0.85242945,0.3563207,0.814651,0.67941904,0.34520164,0.2793397,0.38742927
0.45107055,0.7667317,0.52593434,0.6355907,0.2596242,0.5154242,0.2895709,0.509567
0.5745119,0.44481453,0.45943075,0.45431593,0.5877438,0.46732587,0.32578167,0.26257038
0.49294138,0.64013124,0.25155717,0.73764575,0.42210963,0.37019464,0.32146972,0.23684895
0.5351394,0.53575516,0.26047978,0.5510628,0.4967775,0.39353946,0.16556609,0.3175356
0.5263427,0.48783997,0.19595797,0.7203339,0.68285733,0.60146815,0.2810324,0.4435303
0.56915873,0.64744633,0.42832553,0.3308945,0.42875317,0.43988895,0.2776953,0.5444441
0.40420595,0.53839207,0.36305484,0.6145377,0.42522764,0.5270186,0.37139982,0.22124597
