130,153,87,152,130,109,87,109
153,130,110,131,153,87,111,89
159,121,114,121,159,75,113,76
142,118,80,119,142,50,80,55
166,112,120,112,166,65,120,66
176,192,105,193,178,123,104,124
148,140,105,142,148,97,104,97
111,152,55,152,111,96,53,96
167,145,126,145,167,104,126,105
186,124,138,124,187,76,139,76
